u'Date', u'Time\nET', u'Statistic', u'For', u'Actual', u'Briefing Forecast', u'Market Expects', u'Prior', u'Revised\nFrom'
u'May 14', u'8:30 AM', None, u'Apr', u'0.5%', u'0.2%', u'0.2%', u'0.6%', u'-'
u'May 14', u'10:30 AM', u'Crude Inventories', u'05/10', u'0.947M', u'NA', u'NA', u'-1.781M', u'-'
u'May 15', u'8:30 AM', u'Initial Claims', u'05/10', u'297K', u'325K', u'325K', u'321K', u'319K'
u'May 15', u'8:30 AM', u'Continuing Claims', u'05/03', u'2667K', u'2700K', u'2700K', u'2676K', u'2685K'
u'May 15', u'8:30 AM', u'CPI', u'Apr', u'0.3%', u'0.2%', u'0.3%', u'0.2%', u'-'
u'May 15', u'8:30 AM', None, u'Apr', u'0.2%', u'0.2%', u'0.2%', u'0.2%', u'-'
u'May 15', u'8:30 AM', u'Empire Manufacturing', u'May', u'19.0', u'5.0', u'4.8', u'1.3', u'-'
u'May 15', u'9:00 AM', u'Net Long-Term TIC Flows', u'Mar', u'$4.0B', u'NA', u'NA', u'$90.3B', u'$85.7B'
u'May 15', u'9:15 AM', u'Industrial Production', u'Apr', u'-0.6%', u'-0.2%', u'0.0%', u'0.9%', u'0.7%'
u'May 15', u'9:15 AM', u'Capacity Utilization', u'Apr', u'78.6%', u'79.0%', u'79.2%', u'79.3%', u'79.2%'
u'May 15', u'10:00 AM', u'Philadelphia Fed', u'May', u'15.4', u'10.0', u'9.1', u'16.6', u'-'
u'May 15', u'10:00 AM', u'NAHB Housing Market Index', u'May', u'45', u'48', u'48', u'46', u'47'
u'May 15', u'10:30 AM', u'Natural Gas Inventories', u'05/10', u'105 bcf', u'NA', u'NA', u'74 bcf', u'-'
u'May 16', u'8:30 AM', u'Housing Starts', u'Apr', u'1072K', u'950K', u'975K', u'947K', u'946K'
u'May 16', u'8:30 AM', u'Building Permits', u'Apr', u'1080K', u'1000K', u'1008K', u'1000K', u'990K'
u'May 16', u'9:55 AM', u'Mich Sentiment', u'May', u'81.8', u'83.5', u'84.5', u'84.1', u'-'
u'May 21', u'7:00 AM', u'MBA Mortgage Index', u'05/17', u'0.9%', u'NA', u'NA', u'3.6%', u'-'
u'May 21', u'7:00 AM', u'MBA Mortgage Purchase Index', u'05/17', u'-', u'NA', u'NA', u'NA', u'-'
u'May 21', u'10:30 AM', u'Crude Inventories', u'05/17', u'-7.226M', u'NA', u'NA', u'0.947M', u'-'
u'May 21', u'2:00 PM', u'FOMC Minutes', u'4/30', u'-', u'-', u'-', u'-', u'-'
u'May 22', u'8:30 AM', u'Initial Claims', u'05/17', u'326K', u'320K', u'305K', u'298K', u'297K'
u'May 22', u'8:30 AM', u'Continuing Claims', u'05/12', u'2653K', u'2700K', u'2700K', u'2666K', u'2667K'
u'May 22', u'10:00 AM', u'Existing Home Sales', u'Apr', u'4.65M', u'4.62M', u'4.66M', u'4.59M', u'-'
u'May 22', u'10:00 AM', u'Leading Indicators', u'Apr', u'0.4%', u'0.3%', u'0.5%', u'1.0%', u'0.8%'
u'May 22', u'10:30 AM', u'Natural Gas Inventories', u'05/17', u'106 bcf', u'NA', u'NA', u'105 bcf', u'-'
u'May 23', u'10:00 AM', u'New Home Sales', u'Apr', u'433K', u'400K', u'415K', u'407K', u'384K'
u'May 24', u'8:30 AM', u'Durable Goods -ex transportation', u'Apr', u'-', u'NA', u'NA', u'NA', u'-'
u'May 27', u'8:30 AM', u'Durable Orders', u'Apr', u'0.8%', u'-2.0%', u'-1.3%', u'3.6%', u'2.9%'
u'May 27', u'8:30 AM', u'Durable Goods -ex transportation', u'Apr', u'0.1%', u'-0.4%', u'-0.2%', u'2.9%', u'2.4%'
u'May 27', u'9:00 AM', u'Case-Shiller 20-city Index', u'Mar', u'12.4%', u'12.0%', u'11.8%', u'12.9%', u'-'
u'May 27', u'9:00 AM', u'FHFA Housing Price Index', u'Mar', u'0.7%', u'NA', u'NA', u'0.6%', u'-'
u'May 27', u'10:00 AM', u'Consumer Confidence', u'May', u'83.0', u'81.5', u'82.7', u'81.7', u'82.3'
u'May 28', u'7:00 AM', u'MBA Mortgage Index', u'05/24', u'-1.2%', u'NA', u'NA', u'0.9%', u'-'
u'May 29', u'8:30 AM', u'Initial Claims', u'05/24', u'300K', u'325K', u'318K', u'327K', u'326K'
u'May 29', u'8:30 AM', u'Continuing Claims', u'05/17', u'2631K', u'2650K', u'2650K', u'2648K', u'2653K'
u'May 29', u'8:30 AM', None, u'Q1', u'-1.0%', u'-0.5%', u'-0.5%', u'0.1%', u'-'
u'May 29', u'8:30 AM', None, u'Q1', u'1.3%', u'1.3%', u'1.3%', u'1.3%', u'-'
u'May 29', u'10:00 AM', u'Pending Home Sales', u'Apr', u'0.4%', u'1.0%', u'1.0%', u'3.4%', u'-'
u'May 29', u'10:30 AM', u'Natural Gas Inventories', u'05/24', u'114 bcf', u'NA', u'NA', u'106 bcf', u'-'
u'May 29', u'11:00 AM', u'Crude Inventories', u'05/24', u'1.657M', u'NA', u'NA', u'-7.226M', u'-'
u'May 30', u'8:30 AM', u'Personal Income', u'Apr', u'0.3%', u'0.3%', u'0.3%', u'0.5%', u'-'
u'May 30', u'8:30 AM', u'Personal Spending', u'Apr', u'-0.1%', u'0.1%', u'0.2%', u'1.0%', u'0.9%'
u'May 30', u'8:30 AM', None, u'Apr', u'0.2%', u'0.2%', u'0.2%', u'0.2%', u'-'
u'May 30', u'9:45 AM', u'Chicago PMI', u'May', u'65.5', u'60.0', u'60.3', u'63.0', u'-'
u'May 30', u'9:55 AM', None, u'May', u'81.9', u'81.0', u'81.4', u'81.8', u'-'
u'Jun 2', u'10:00 AM', u'ISM Index', u'May', u'55.4', u'56.0', u'55.6', u'54.9', u'-'
u'Jun 2', u'10:00 AM', u'Construction Spending', u'Apr', u'0.2%', u'0.6%', u'0.7%', u'0.6%', u'0.2%'
u'Jun 3', u'10:00 AM', u'Factory Orders', u'Apr', u'0.7%', u'0.6%', u'0.5%', u'1.5%', u'1.1%'
u'Jun 3', u'2:00 PM', u'Auto Sales', u'May', u'5.7M', u'NA', u'NA', u'5.3M', u'-'
u'Jun 3', u'2:00 PM', u'Truck Sales', u'May', u'7.7M', u'NA', u'NA', u'7.5M', u'-'
u'Jun 4', u'7:00 AM', u'MBA Mortgage Index', u'05/31', u'-3.1%', u'NA', u'NA', u'-1.2%', u'-'
u'Jun 4', u'8:15 AM', u'ADP Employment Change', u'May', u'179K', u'200K', u'200K', u'215K', u'220K'
u'Jun 4', u'8:30 AM', u'Trade Balance', u'Apr', u'-$47.2 bln', u'-$42.5B', u'-$41.3B', u'-$44.2B', u'-$40.4B'
u'Jun 4', u'8:30 AM', None, u'Q1', u'-3.2%', u'-2.0%', u'-2.5%', u'-1.7%', u'-'
u'Jun 4', u'8:30 AM', u'Unit Labor Costs', u'Q1', u'5.7%', u'4.7%', u'4.8%', u'4.2%', u'-'
u'Jun 4', u'10:00 AM', u'ISM Services', u'May', u'56.3', u'56.0', u'55.5', u'55.2', u'-'
u'Jun 4', u'10:30 AM', u'Crude Inventories', u'05/31', u'-3.431M', u'NA', u'NA', u'1.657M', u'-'
u'Jun 4', u'2:00 PM', u"Fed's Beige Book", u'Jun', u'-', u'-', u'-', u'-', u'-'
u'Jun 5', u'7:30 AM', u'Challenger Job Cuts', u'May', u'45.5%', u'NA', u'NA', u'5.7%', u'-'
u'Jun 5', u'8:30 AM', u'Initial Claims', u'05/31', u'312K', u'320K', u'310K', u'304K', u'300K'
u'Jun 5', u'8:30 AM', u'Continuing Claims', u'05/24', u'2603K', u'2650K', u'2650K', u'2623K', u'2631K'
u'Jun 5', u'10:30 AM', u'Natural Gas Inventories', u'05/31', u'119 bcf', u'NA', u'NA', u'114 bcf', u'-'
u'Jun 6', u'8:30 AM', u'Nonfarm Payrolls', u'May', u'217K', u'235K', u'220K', u'282K', u'288K'
u'Jun 6', u'8:30 AM', u'Nonfarm Private Payrolls', u'May', u'216K', u'240K', u'230K', u'270K', u'273K'
u'Jun 6', u'8:30 AM', u'Unemployment Rate', u'May', u'6.3%', u'6.5%', u'6.4%', u'6.3%', u'-'
u'Jun 6', u'8:30 AM', u'Hourly Earnings', u'May', u'0.2%', u'0.2%', u'0.2%', u'0.0%', u'-'
u'Jun 6', u'8:30 AM', u'Average Workweek', u'May', u'34.5', u'34.5', u'34.5', u'34.5', u'-'
u'Jun 6', u'3:00 PM', u'Consumer Credit', u'Apr', u'$26.8B', u'$15.0B', u'$15.0B', u'$19.5B', u'$17.5B'
u'Jun 10', u'10:00 AM', u'Wholesale Inventories', u'Apr', u'1.1%', u'0.2%', u'0.3%', u'1.1%', u'-'
u'Jun 10', u'10:00 AM', u'JOLTS - Job Openings', u'Apr', u'4.455M', u'NA', u'NA', u'4.166M', u'4.014M'
u'Jun 11', u'7:00 AM', u'MBA Mortgage Index', u'06/07', u'+10.3%', u'NA', u'NA', u'-3.1%', u'-'
u'Jun 11', u'10:30 AM', u'Crude Inventories', u'06/07', u'-2.596M', u'NA', u'NA', u'-3.431M', u'-'
u'Jun 11', u'2:00 PM', u'Treasury Budget', u'May', u'-$130.0B', u'NA', u'NA', u'-$138.7B', u'-'
u'Jun 12', u'8:30 AM', u'Initial Claims', u'06/07', u'317K', u'320K', u'315K', u'313K', u'312K'
u'Jun 12', u'8:30 AM', u'Continuing Claims', u'05/31', u'2614K', u'2625K', u'2638K', u'2603K', u'--'
u'Jun 12', u'8:30 AM', u'Retail Sales', u'May', u'0.3%', u'1.3%', u'0.7%', u'0.5%', u'0.1%'
u'Jun 12', u'8:30 AM', None, u'May', u'0.1%', u'0.5%', u'0.4%', u'0.4%', u'0.0%'
u'Jun 12', u'8:30 AM', None, u'May', u'0.1%', u'NA', u'NA', u'-1.4%', u'-1.2%'
u'Jun 12', u'8:30 AM', None, u'May', u'0.0%', u'NA', u'NA', u'0.1%', u'0.0%'
u'Jun 12', u'10:00 AM', u'Business Inventories', u'Apr', u'0.6%', u'0.3%', u'0.4%', u'0.4%', u'--'
u'Jun 12', u'10:30 AM', u'Natural Gas Inventories', u'06/07', u'107 bcf', u'NA', u'NA', u'119 bcf', u'-'
u'Jun 13', u'8:30 AM', u'PPI', u'May', u'-0.2%', u'0.2%', u'0.2%', u'0.6%', u'--'
u'Jun 13', u'8:30 AM', None, u'May', u'-0.1%', u'0.2%', u'0.1%', u'0.5%', u'--'
u'Jun 13', u'9:55 AM', u'Mich Sentiment', u'Jun', u'81.2', u'82.5', u'82.9', u'81.9', u'-'
u'Jun 16', u'8:30 AM', u'Empire Manufacturing', u'Jun', u'19.3', u'14.0', u'12.8', u'19.0', u'-'
u'Jun 16', u'9:00 AM', u'Net Long-Term TIC Flows', u'Apr', u'-$24.2B', u'NA', u'NA', u'$4.1B', u'$4.0B'
u'Jun 16', u'9:15 AM', u'Industrial Production', u'May', u'0.6%', u'0.7%', u'0.5%', u'-0.3%', u'-0.6%'
u'Jun 16', u'9:15 AM', u'Capacity Utilization', u'May', u'79.1%', u'79.0%', u'78.9%', u'78.9%', u'78.6%'
u'Jun 16', u'10:00 AM', u'NAHB Housing Market Index', u'Jun', u'49', u'46', u'46', u'45', u'-'
u'Jun 17', u'8:30 AM', u'Housing Starts', u'May', u'1001K', u'1000K', u'1028K', u'1071K', u'1072K'
u'Jun 17', u'8:30 AM', u'Building Permits', u'May', u'991K', u'1060K', u'1050K', u'1059K', u'1080K'
u'Jun 17', u'8:30 AM', u'CPI', u'May', u'0.4%', u'0.2%', u'0.2%', u'0.3%', u'-'
u'Jun 17', u'8:30 AM', None, u'May', u'0.3%', u'0.1%', u'0.2%', u'0.2%', u'-'
u'Jun 18', u'7:00 AM', u'MBA Mortgage Index', u'06/14', u'-9.2%', u'NA', u'NA', u'+10.3%', u'-'
u'Jun 18', u'8:30 AM', u'Current Account Balance', u'Q1', u'-$111.2B', u'-$98.5B', u'-$97.8B', u'-$87.3B', u'-$81.1B'
u'Jun 18', u'10:30 AM', u'Crude Inventories', u'06/14', u'-0.579M', u'NA', u'NA', u'-2.596M', u'-'
u'Jun 18', u'2:00 PM', u'FOMC Rate Decision', u'Jun', u'0.25%', u'NA', u'NA', u'0.25%', u'-'
u'Jun 19', u'8:30 AM', u'Initial Claims', u'06/14', u'312K', u'310K', u'313K', u'318K', u'317K'
u'Jun 19', u'8:30 AM', u'Continuing Claims', u'06/07', u'2561K', u'2625K', u'2638K', u'2615K', u'2614K'
u'Jun 19', u'10:00 AM', u'Philadelphia Fed', u'Jun', u'17.8', u'13.0', u'13.4', u'15.4', u'-'
u'Jun 19', u'10:00 AM', u'Leading Indicators', u'May', u'0.5%', u'0.5%', u'0.5%', u'0.3%', u'0.4%'
u'Jun 19', u'10:30 AM', u'Natural Gas Inventories', u'06/14', u'113 bcf', u'NA', u'NA', u'107 bcf', u'-'
u'Jun 23', u'10:00 AM', u'Existing Home Sales', u'May', u'4.89M', u'4.70M', u'4.80M', u'4.66M', u'4.65M'
u'Jun 24', u'9:00 AM', u'Case-Shiller 20-city Index', u'Apr', u'10.8%', u'12.0%', u'11.6%', u'12.4%', u'-'
u'Jun 24', u'9:00 AM', u'FHFA Housing Price Index', u'Apr', u'0.0%', u'NA', u'NA', u'0.7%', u'-'
u'Jun 24', u'10:00 AM', u'New Home Sales', u'May', u'504K', u'425K', u'440K', u'425K', u'433K'
u'Jun 24', u'10:00 AM', u'Consumer Confidence', u'Jun', u'85.2', u'83.5', u'84.0', u'82.2', u'83.0'
u'Jun 25', u'7:00 AM', u'MBA Mortgage Index', u'06/21', u'-1.0%', u'NA', u'NA', u'-9.2%', u'-'
u'Jun 25', u'8:30 AM', u'Durable Orders', u'May', u'-1.0%', u'0.5%', u'0.4%', u'0.8%', u'0.6%'
u'Jun 25', u'8:30 AM', u'Durable Goods -ex transportation', u'May', u'-0.1%', u'0.5%', u'0.4%', u'0.4%', u'0.3%'
u'Jun 25', u'8:30 AM', None, u'Q1', u'-2.9%', u'-1.8%', u'-1.8%', u'-1.0%', u'-'
u'Jun 25', u'8:30 AM', None, u'Q1', u'1.3%', u'1.3%', u'1.3%', u'1.3%', u'-'
u'Jun 25', u'10:30 AM', u'Crude Inventories', u'06/21', u'1.742M', u'NA', u'NA', u'-0.579M', u'-'
u'Jun 26', u'8:30 AM', u'Initial Claims', u'06/21', u'312K', u'315K', u'310K', u'314K', u'312K'
u'Jun 26', u'8:30 AM', u'Continuing Claims', u'06/14', u'2571K', u'2575K', u'2588K', u'2559K', u'2561K'
u'Jun 26', u'8:30 AM', u'Personal Income', u'May', u'0.4%', u'0.4%', u'0.4%', u'0.3%', u'-'
u'Jun 26', u'8:30 AM', u'Personal Spending', u'May', u'0.2%', u'0.3%', u'0.4%', u'0.0%', u'-0.1%'
u'Jun 26', u'8:30 AM', None, u'May', u'0.2%', u'0.2%', u'0.2%', u'0.2%', u'-'
u'Jun 26', u'10:30 AM', u'Natural Gas Inventories', u'06/21', u'110 bcf', u'NA', u'NA', u'113 bcf', u'-'
u'Jun 27', u'9:55 AM', None, u'Jun', u'82.5', u'82.5', u'81.7', u'81.2', u'-'
u'Jun 30', u'9:45 AM', u'Chicago PMI', u'Jun', u'62.6', u'60.0', u'61.0', u'65.5', u'-'
u'Jun 30', u'10:00 AM', u'Pending Home Sales', u'May', u'6.1%', u'0.5%', u'1.5%', u'0.5%', u'0.4%'
u'Jul 1', u'10:00 AM', u'Construction Spending', u'May', u'-', u'NA', u'NA', u'0.2%', u'-'
u'Jul 1', u'10:00 AM', u'ISM Index', u'Jun', u'55.3', u'56.0', u'55.8', u'55.4', u'-'
u'Jul 1', u'10:00 AM', u'Construction Spending', u'May', u'0.1%', u'0.3%', u'0.4%', u'0.8%', u'0.2%'
u'Jul 1', u'2:00 PM', u'Auto Sales', u'Jun', u'-', u'NA', u'NA', u'5.7M', u'-'
u'Jul 1', u'2:00 PM', u'Truck Sales', u'Jun', u'-', u'NA', u'NA', u'7.7M', u'-'
u'Jul 2', u'7:00 AM', u'MBA Mortgage Index', u'06/28', u'-0.2%', u'NA', u'NA', u'-1.0%', u'-'
u'Jul 2', u'7:30 AM', u'Challenger Job Cuts', u'Jun', u'-', u'NA', u'NA', u'45.5%', u'-'
u'Jul 2', u'8:15 AM', u'ADP Employment Change', u'Jun', u'281K', u'200K', u'200K', u'179K', u'-'
u'Jul 2', u'10:00 AM', u'Factory Orders', u'May', u'-0.5%', u'-0.5%', u'-0.4%', u'0.8%', u'0.7%'
u'Jul 2', u'10:30 AM', u'Crude Inventories', u'06/28', u'-3.155M', u'NA', u'NA', u'1.742M', u'-'
u'Jul 3', u'7:30 AM', u'Challenger Job Cuts', u'Jun', u'-20.2%', u'NA', u'NA', u'45.5%', u'-'
u'Jul 3', u'8:30 AM', u'Nonfarm Payrolls', u'Jun', u'288K', u'230K', u'210K', u'224K', u'217K'
u'Jul 3', u'8:30 AM', u'Nonfarm Private Payrolls', u'Jun', u'262K', u'220K', u'213K', u'224K', u'216K'
u'Jul 3', u'8:30 AM', u'Unemployment Rate', u'Jun', u'6.1%', u'6.3%', u'6.3%', u'6.3%', u'-'
u'Jul 3', u'8:30 AM', u'Hourly Earnings', u'Jun', u'0.2%', u'0.2%', u'0.2%', u'0.2%', u'-'
u'Jul 3', u'8:30 AM', u'Average Workweek', u'Jun', u'34.5', u'34.5', u'34.5', u'34.5', u'-'
u'Jul 3', u'8:30 AM', u'Initial Claims', u'06/28', u'315K', u'315K', u'315K', u'313K', u'312K'
u'Jul 3', u'8:30 AM', u'Continuing Claims', u'06/21', u'2579K', u'2570K', u'2580K', u'2568K', u'2571K'
u'Jul 3', u'8:30 AM', u'Trade Balance', u'May', u'-$44.4B', u'-$44.5B', u'-$45.2B', u'-$47.0B', u'-$47.2B'
u'Jul 3', u'10:00 AM', u'ISM Services', u'Jun', u'56.0', u'56.5', u'56.5', u'56.3', u'-'
u'Jul 3', u'10:30 AM', u'Natural Gas Inventories', u'06/28', u'100 bcf', u'NA', u'NA', u'110 bcf', u'-'
u'Jul 8', u'10:00 AM', u'JOLTS - Job Openings', u'May', u'4.635M', u'NA', u'NA', u'4.464M', u'4.455M'
u'Jul 8', u'3:00 PM', u'Consumer Credit', u'May', u'$19.6B', u'$15.0B', u'$16.3B', u'$26.1B', u'$26.8B'
u'Jul 9', u'7:00 AM', u'MBA Mortgage Index', u'07/05', u'1.9%', u'NA', u'NA', u'-0.2%', u'-'
u'Jul 9', u'7:00 AM', u'MBA Mortgage ndex', u'07/05', u'-', u'NA', u'NA', u'-0.2%', u'-'
u'Jul 9', u'10:30 AM', u'Crude Inventories', u'07/05', u'-2.370M', u'NA', u'NA', u'-3.155M', u'-'
u'Jul 9', u'2:00 PM', u'FOMC Minutes', u'6/18', u'-', u'-', u'-', u'-', u'-'
u'Jul 10', u'8:30 AM', u'Initial Claims', u'07/05', u'304K', u'315K', u'311K', u'315K', u'-'
u'Jul 10', u'8:30 AM', u'Continuing Claims', u'6/28', u'2584K', u'2575K', u'2567K', u'2574K', u'2579K'
u'Jul 10', u'10:00 AM', u'Wholesale Inventories', u'May', u'0.5%', u'0.5%', u'0.5%', u'1.0%', u'1.1%'
u'Jul 10', u'10:30 AM', u'Natural Gas Inventories', u'07/05', u'93 bcf', u'NA', u'NA', u'100 bcf', u'-'
u'Jul 11', u'2:00 PM', u'Treasury Budget', u'Jun', u'$70.5B', u'$70.0B', u'$70.0B', u'$116.5B', u'-'
u'Jul 15', u'8:30 AM', u'Retail Sales', u'Jun', u'-', u'0.7%', u'0.7%', u'0.3%', u'-'
u'Jul 15', u'8:30 AM', None, u'Jun', u'-', u'0.6%', u'0.6%', u'0.1%', u'-'
u'Jul 15', u'8:30 AM', u'Empire Manufacturing', u'Jul', u'-', u'10.0', u'13.2', u'19.3', u'-'
u'Jul 15', u'8:30 AM', None, u'Jun', u'-', u'NA', u'NA', u'0.1%', u'-'
u'Jul 15', u'8:30 AM', None, u'Jun', u'-', u'NA', u'NA', u'0.0%', u'-'
u'Jul 15', u'10:00 AM', u'Business Inventories', u'May', u'-', u'0.5%', u'0.6%', u'0.6%', u'-'
u'Jul 16', u'7:00 AM', u'MBA Mortgage Index', u'07/12', u'-', u'NA', u'NA', u'1.9%', u'-'
u'Jul 16', u'8:30 AM', u'PPI', u'Jun', u'-', u'0.2%', u'0.2%', u'-0.2%', u'-'
u'Jul 16', u'8:30 AM', None, u'Jun', u'-', u'0.2%', u'0.2%', u'-0.1%', u'-'
u'Jul 16', u'9:00 AM', u'Net Long-Term TIC Flows', u'May', u'-', u'NA', u'NA', u'-$24.2B', u'-'
u'Jul 16', u'9:15 AM', u'Industrial Production', u'Jun', u'-', u'0.4%', u'0.4%', u'0.6%', u'-'
u'Jul 16', u'9:15 AM', u'Capacity Utilization', u'Jun', u'-', u'79.2%', u'79.2%', u'79.1%', u'-'
u'Jul 16', u'10:00 AM', u'NAHB Housing Market Index', u'Jul', u'-', u'50', u'50', u'49', u'-'
u'Jul 16', u'10:30 AM', u'Crude Inventories', u'07/12', u'-', u'NA', u'NA', u'-2.370M', u'-'
u'Jul 16', u'2:00 PM', u"Fed's Beige Book", u'Jul', u'-', u'-', u'-', u'-', u'-'
u'Jul 17', u'8:30 AM', u'Initial Claims', u'07/12', u'-', u'315K', u'311K', u'304K', u'-'
u'Jul 17', u'8:30 AM', u'Continuing Claims', u'07/05', u'-', u'2575K', u'2563K', u'2584K', u'-'
u'Jul 17', u'8:30 AM', u'Housing Starts', u'Jun', u'-', u'975K', u'1020K', u'1001K', u'-'
u'Jul 17', u'8:30 AM', u'Building Permits', u'Jun', u'-', u'1025K', u'1037K', u'991K', u'-'
u'Jul 17', u'10:00 AM', u'Philadelphia Fed', u'Jul', u'-', u'10.0', u'12.5', u'17.8', u'-'
u'Jul 17', u'10:30 AM', u'Natural Gas Inventories', u'07/12', u'-', u'NA', u'NA', u'93 bcf', u'-'
u'Jul 18', u'9:55 AM', u'Mich Sentiment', u'Jul', u'-', u'87.0', u'84.0', u'82.5', u'-'
u'Jul 18', u'10:00 AM', u'Leading Indicators', u'Jun', u'-', u'0.6%', u'0.5%', u'0.5%', u'-'